"","docname","from","to","pre","keyword","post","pattern"
"549","ikem_00252.txt",25,25,"im Rahmen ihres","Klimaschutzprogramms","2030 eine CO2-Bepreisung","klimaschutz*"
"550","ikem_00252.txt",84,84,"Ziele des Pariser","Klimaschutzabkommens","zu erreichen ,","klimaschutz*"
"551","ikem_00252.txt",446,446,"Die CO2-Bepreisung im","Klimaschutzprogramm","2030 der Bundesregierung","klimaschutz*"
"552","kr_00029.txt",19,19,"werden . Das","Klimaschutz-Unternehmen","Lichtblick schlägt deshalb","klimaschutz*"
"553","kr_00029.txt",49,49,"Das schlägt das","Klimaschutz-Unternehmen","Lichtblick vor .","klimaschutz*"
"554","fff_de_00088.txt",85,85,"die Politik inpuncto","Klimaschutz","nach wie vor","klimaschutz*"
"555","ikem_01190.txt",28,28,"Energiewende und die","Klimaschutzziele","2050 ? ""","klimaschutz*"
"556","ikem_01190.txt",97,97,"Berliner Energie- und","Klimaschutzprogramm","2030 konkrete Haushaltsmittel","klimaschutz*"
"557","ikem_01190.txt",102,102,"konkrete Haushaltsmittel für","Klimaschutzinvestitionen","verknüpft sind .","klimaschutz*"
"558","ikem_01190.txt",117,117,"gesamten Ausgaben nach","Klimaschutzkriterien","zu bewerten ,","klimaschutz*"
"559","ikem_01190.txt",302,302,"die Erreichung der","Klimaschutzziele","nötig ist ,","klimaschutz*"
"560","ikem_00054.txt",50,50,"- Institut für","Klimaschutz",", Energie und","klimaschutz*"
"561","kf_00028.txt",497,497,"über Klimawandel und","Klimaschutz","sprechen kann mehr","klimaschutz*"
"562","kf_00028.txt",568,568,"Verzögerungsargumente in der","Klimaschutz-Debatte","19.01.2021 In einer","klimaschutz*"
"563","kf_00028.txt",586,586,"mit denen stärkerer","Klimaschutz","aufgeschoben oder blockiert","klimaschutz*"
"564","kf_00028.txt",681,681,"breite Öffentlichkeit für","Klimaschutz","gewinnen will .","klimaschutz*"
"565","ikem_00730.txt",60,60,"Erreichung der politischen","Klimaschutzziele","unentbehrlich . Weist","klimaschutz*"
"566","ikem_00730.txt",237,237,"Erreichung der politischen","Klimaschutzziele","unentbehrlich . Weist","klimaschutz*"
"567","ikem_00730.txt",393,393,"Erreichung der politischen","Klimaschutzziele","unentbehrlich . Weist","klimaschutz*"
"568","ikem_00270.txt",248,248,"- Institut für","Klimaschutz",", Energie und","klimaschutz*"
"569","ikem_00178.txt",19,19,"von international vereinbarten","Klimaschutzzielen","kommt der nationalen","klimaschutz*"
"570","ikem_00178.txt",41,41,"in welchem Rechtsrahmen","Klimaschutzmaßnahmen","stattfinden , und","klimaschutz*"
"571","ikem_00178.txt",74,74,"gegenwärtigen Stand des","Klimaschutzrechts","des Bundes .","klimaschutz*"
"572","ikem_00178.txt",114,114,"für ein modernes","Klimaschutzrecht","konzipiert . Die","klimaschutz*"
"573","ikem_00178.txt",123,123,"zur Weiterentwicklung des","Klimaschutzrechts","des Bundes umfassen","klimaschutz*"
"574","ikem_00178.txt",131,131,"Konturen eines allgemeinen","Klimaschutzgesetzes","als zentrales Gesetz","klimaschutz*"
"575","ikem_00178.txt",137,137,"Gesetz für das","Klimaschutzrecht","des Bundes ,","klimaschutz*"
"576","ikem_00178.txt",146,146,"Strukturierung des sonstigen","Klimaschutzrechts",", Regelungen in","klimaschutz*"
"577","ikem_00178.txt",159,159,"für den kommunalen","Klimaschutz","und die landwirtschaftliche","klimaschutz*"
"578","fff_de_00001.txt",29,29,"vielfältiger Form für","Klimaschutz","in Passau und","klimaschutz*"
"579","fff_de_00001.txt",106,106,"Passau für echten","Klimaschutz","demonstriert . Am","klimaschutz*"
"580","kf_00027.txt",128,128,"um Klimawandel und","Klimaschutz","geht , erscheinen","klimaschutz*"
"581","kf_00027.txt",173,173,"Geld aus für","Klimaschutz",", wenn nicht","klimaschutz*"
"582","kr_00034.txt",374,374,"Intelligenz auf den","Klimaschutz","? Der Frage","klimaschutz*"
"583","ikem_01319.txt",9,9,"Das Institut für","Klimaschutz",", Energie und","klimaschutz*"
"584","ikem_01319.txt",253,253,", Mobilität und","Klimaschutz","setzen . Simon","klimaschutz*"
"585","kr_00082.txt",370,370,"sich bei den","Klimaschutzzielen","einiges getan .","klimaschutz*"
"586","kr_00082.txt",1284,1284,"ohne eine einzige","Klimaschutzmaßnahme","zu niedrigeren Emissionswerten","klimaschutz*"
"587","kr_00082.txt",1445,1445,"Verlierer ist der","Klimaschutz",". Dank der","klimaschutz*"
"588","kr_00082.txt",1931,1931,"nicht an ihre","Klimaschutzzusagen","halten , sagt","klimaschutz*"
"589","kr_00082.txt",2028,2028,", dass das","Klimaschutzgesetz","überarbeitet werden muss","klimaschutz*"
"590","fff_de_00174.txt",345,345,"halten wir den","Klimaschutz","für ein wichtiges","klimaschutz*"
"591","fff_de_00174.txt",375,375,"verschiedenen Themen des","Klimaschutzes","stehen . Nehmt","klimaschutz*"
"592","fff_de_00174.txt",420,420,"auch mit dem","Klimaschutzmanager","in Kleve gesprochen","klimaschutz*"
"593","fff_de_00085.txt",23,23,"Weilburg für lokalen","Klimaschutz","und Klimagerechtigkeit ein","klimaschutz*"
"594","fff_de_00085.txt",68,68,"-Grad-Verpflichtung der Pariser","Klimaschutzkonferenz",", auch lokal","klimaschutz*"
"595","fff_de_00085.txt",79,79,"und Umsetzung des","Klimaschutzkonzeptes","Weilburg - ein","klimaschutz*"
"596","fff_de_00085.txt",243,243,"ein Statement für","Klimaschutz","in der Lokalpolitik","klimaschutz*"
"597","fff_de_00085.txt",313,313,"eine Umwelt- /","Klimaschutzorganisation","ihrer Wahl gespendet","klimaschutz*"
"598","fff_de_00085.txt",385,385,"zu deren lokalen","Klimaschutzprogramm","befragen . Leider","klimaschutz*"
"599","fff_de_00085.txt",550,550,"interessanten Infos zu","Klimaschutz",". Für Musik","klimaschutz*"
"600","ikem_01155.txt",175,175,"wie Energiewende- und","Klimaschutzanstrengungen","schnellstmöglich ausgeweitet werden","klimaschutz*"
"601","ikem_00622.txt",70,70,"Nationalen Wasserstoffstrategie unsere","Klimaschutzziele","erreichen werden oder","klimaschutz*"
"602","ikem_00622.txt",88,88,"politikwissenschaftliche Aspekte des","Klimaschutzes","entdeckt . Seit","klimaschutz*"
"603","ikem_00622.txt",156,156,"IKEM Institut für","Klimaschutz",", Energie und","klimaschutz*"
"604","ikem_00540.txt",16,16,"Berliner Kreativagentur und","Klimaschutzinstitut","veröffentlichen zweite Auflage","klimaschutz*"
"605","ikem_00540.txt",128,128,"- Institut für","Klimaschutz",", Energie und","klimaschutz*"
"606","ikem_00540.txt",382,382,"„ Umwelt- und","Klimaschutz",""" ausgezeichnet und","klimaschutz*"
"607","ikem_00540.txt",472,472,"das Institut für","Klimaschutz",", Energie und","klimaschutz*"
"608","ikem_00540.txt",585,585,"„ Umwelt- und","Klimaschutz",", Print ""","klimaschutz*"
"609","ikem_01102.txt",17,17,"Deutsche Unternehmer für","Klimaschutz","in Berlin .","klimaschutz*"
"610","ikem_01102.txt",48,48,"Rahmenbedingungen für den","Klimaschutz","aufzufordern und die","klimaschutz*"
"611","ikem_01432.txt",605,605,"dem Institut für","Klimaschutz",", Energie und","klimaschutz*"
"612","fff_de_00079.txt",352,352,"die Landwirtschaft effektiver","Klimaschutz","nötig ist ,","klimaschutz*"
"613","fff_de_00079.txt",378,378,"mehr Umwelt- und","Klimaschutz","vor . So","klimaschutz*"
"614","fff_de_00299.txt",1232,1232,"mehr Umwelt- und","Klimaschutz","gerecht werden kann","klimaschutz*"
"615","fff_de_00299.txt",1763,1763,"für einen effektiven","Klimaschutz",". Mit Säule","klimaschutz*"
"616","fff_de_00299.txt",1773,1773,"EU Umwelt- und","Klimaschutzmaßnahmen","sowie die Entwicklung","klimaschutz*"
"617","fff_de_00299.txt",1901,1901,"im Umwelt- und","Klimaschutz","in der GAP","klimaschutz*"
"618","fff_de_00299.txt",3708,3708,", auch zum","Klimaschutz",". Das Problem","klimaschutz*"
"619","fff_de_00299.txt",3865,3865,". Bewusst verhinderter","Klimaschutz","seit den 70-igern","klimaschutz*"
"620","fff_de_00094.txt",98,98,"Einhaltung der deutschen","Klimaschutzziele","würden wir bis","klimaschutz*"
"621","fff_de_00094.txt",166,166,"Parteien mit dem","Klimaschutz","meinen , haben","klimaschutz*"
"622","kf_00035.txt",195,195,"Entwicklungen mit ungenügendem","Klimaschutz","- und rund","klimaschutz*"
"623","kf_00035.txt",689,689,"Ausgewogenheit "" von","Klimaschutzmaßnahmen","vor . Der","klimaschutz*"
"624","kf_00035.txt",1032,1032,"Da das Bundesverfassungsgericht","Klimaschutz","inzwischen zum Grundrecht","klimaschutz*"
"625","kf_00035.txt",1088,1088,"- der internationale","Klimaschutzdurch","Abkommen , Gipfeltreffen","klimaschutz*"
"626","kf_00035.txt",1156,1156,"einer Ablehnung von","Klimaschutz","oder gar klimawissenschaftlicher","klimaschutz*"
"627","kf_00035.txt",1196,1196,"sind und konkrete","Klimaschutzmaßnahmen","eingeleitet haben .","klimaschutz*"
"628","kf_00035.txt",1642,1642,"die für mehr","Klimaschutz","sorgen können ,","klimaschutz*"
"629","kf_00035.txt",2478,2478,"der Produktionsweise wichtige","Klimaschutz-Schritte","zu machen und","klimaschutz*"
"630","kf_00035.txt",2893,2893,"entmutigt . Oder","klimaschutz-kritische","Lobbyverbände die Interpretation","klimaschutz*"
"631","ikem_00265.txt",158,158,"das Institut für","Klimaschutz",", Energie und","klimaschutz*"
"632","kf_00017.txt",60,60,"Mit welchen Sätzen","Klimaschutz","( aus )","klimaschutz*"
"633","kf_00017.txt",97,97,"immer wieder stärkerer","Klimaschutz","aufgeschoben oder blockiert","klimaschutz*"
"634","kf_00017.txt",351,351,"Verschärfung der weltweiten","Klimaschutz-Ziele","- und die","klimaschutz*"
"635","fff_de_00489.txt",49,49,"zeigen : Effektiver","Klimaschutz","ist dringend nötig","klimaschutz*"
"636","ikem_01213.txt",39,39,"- Institut für","Klimaschutz",", Energie und","klimaschutz*"
"637","ikem_00352.txt",44,44,"das Institut für","Klimaschutz",", Energie und","klimaschutz*"
"638","fff_de_00106.txt",43,43,", welche Priorität","Klimaschutz","hat und welche","klimaschutz*"
"639","fff_de_00106.txt",85,85,"Wählergemeinschaften mit dem","Klimaschutz","? In unserer","klimaschutz*"
"640","fff_de_00106.txt",172,172,"durchgeführten Maßnahmen zum","Klimaschutz","inklusive der aktuellen","klimaschutz*"
"641","fff_de_00106.txt",686,686,"für das ambitionierteste","Klimaschutzprojekt",". 2 .","klimaschutz*"
"642","fff_de_00106.txt",695,695,"die Einforderung verbindlicher","Klimaschutzziele","von allen Gewerbetreibenden","klimaschutz*"
"643","gerzero_00028.txt",16,16,"Ende 2019 eingebrachte","Klimaschutzgesetz","in Teilen als","klimaschutz*"
"644","gerzero_00028.txt",142,142,"das den Namen","Klimaschutzgesetz","auch verdient .","klimaschutz*"
"645","ikem_00608.txt",30,30,"unter Umwelt- und","Klimaschutzaspekten",". Hierbei leitet","klimaschutz*"
"646","kr_00065.txt",32,32,"von Klimawandel ,","Klimaschutz","und Energiewende .","klimaschutz*"
"647","kr_00065.txt",48,48,"Journalismus und ernsthaften","Klimaschutz",". Hier erreichen","klimaschutz*"
"648","ikem_00448.txt",195,195,"des Instituts für","Klimaschutz",", Energie und","klimaschutz*"
"649","ikem_01065.txt",39,39,"in den Bereichen","Klimaschutz",", Energie und","klimaschutz*"
"650","ikem_01065.txt",164,164,"betreut . Effektiver","Klimaschutz","geht nur global","klimaschutz*"
"651","ikem_01065.txt",177,177,"internationaler Kontakte im","Klimaschutz","sowie die Vernetzung","klimaschutz*"
"652","ikem_01065.txt",184,184,"nationaler und internationaler","Klimaschutzwissenschaftler:innen","Aufgabe und Ziel","klimaschutz*"
"653","fff_de_00196.txt",238,238,"Future "" den","Klimaschutzpreis","von Innogy (","klimaschutz*"
"654","fff_de_00196.txt",370,370,"auch auf :","https://windeg.de/update-eins-stopp-innogy-greenwashing-durch-klimaschutzpreis-in-windeck/","Mit freundlichen Grüßen","klimaschutz*"
"655","fff_de_00196.txt",431,431,"Innogy Greenwashing durch","Klimaschutzpreis",""" 04.11.2019 im","klimaschutz*"
"656","ikem_00627.txt",567,567,"des Instituts für","Klimaschutz","Ener- gie und","klimaschutz*"
"657","ikem_00627.txt",789,789,"des Instituts für","Klimaschutz","Ener- gie und","klimaschutz*"
"658","fff_de_00132.txt",79,79,"Mangelndes Engagement für","Klimaschutz","verletzt Grundrechte -","klimaschutz*"
"659","fff_de_00132.txt",153,153,"Shell zu mehr","Klimaschutz","verpflichtete , errangen","klimaschutz*"
"660","fff_de_00132.txt",745,745,"an Klimafolgen und","Klimaschutzmaßnahmen",", aufzubringen .","klimaschutz*"
"661","fff_de_00132.txt",950,950,"wichtigen Beitrag für","Klimaschutz","leiste . Aber","klimaschutz*"
"662","fff_de_00132.txt",1125,1125,": Schritte Richtung","Klimaschutz","Die Europäische Zentralbank","klimaschutz*"
"663","fff_de_00132.txt",1143,1143,"ihrer Strategie-Überprüfung endlich","Klimaschutz","in ihrer Geldpolitik","klimaschutz*"
"664","fff_de_00132.txt",1269,1269,"weiteren Einbeziehung von","Klimaschutzüberlegungen",""" . Sie","klimaschutz*"
"665","fff_de_00132.txt",1415,1415,"8-Milliarden-Euro-Sofortprogramm für den","Klimaschutz",": Wichtige Maßnahmen","klimaschutz*"
"666","fff_de_00132.txt",1478,1478,"ein Sofortprogramm zum","Klimaschutz",". Etwas mehr","klimaschutz*"
"667","fff_de_00132.txt",1489,1489,"sollen in 26","Klimaschutzprojekte","investiert werden .","klimaschutz*"
"668","fff_de_00132.txt",1983,1983,"Einfluss auf den","Klimaschutz","in der Landwirtschaft","klimaschutz*"
"669","fff_de_00132.txt",2066,2066,"für Umwelt- und","Klimaschutz","zu geben -","klimaschutz*"
"670","ikem_00200.txt",63,63,"dem Institut für","Klimaschutz",", Energie und","klimaschutz*"
"671","ikem_00546.txt",85,85,"Hintergrund der sektorenübergreifenden","Klimaschutzziele","der Bundesregierung und","klimaschutz*"
"672","ikem_00546.txt",404,404,"| Abwärme im","Klimaschutzgesetz","| | Ja","klimaschutz*"
"673","fff_de_00396.txt",466,466,"ist , das","Klimaschutz","nicht als Zielfunktion","klimaschutz*"
"674","ikem_01385.txt",202,202,"am Institut für","Klimaschutz",", Energie und","klimaschutz*"
"675","ikem_00864.txt",47,47,"in den Bereichen","Klimaschutzrecht","und -politik ,","klimaschutz*"
"676","kr_00074.txt",427,427,"Schlüssel für den","Klimaschutz","und sollen ausgebaut","klimaschutz*"
"677","kr_00074.txt",751,751,"unter anderem durch","Klimaschutzprojekte","kompensiert werden .","klimaschutz*"
"678","fff_de_00265.txt",229,229,"Großstadt für den","Klimaschutz","in besonderem Maße","klimaschutz*"
"679","fff_de_00265.txt",263,263,"kooperiert Hamburg beim","Klimaschutz","mit Wien und","klimaschutz*"
"680","fff_de_00265.txt",1372,1372,"mehr für den","Klimaschutz","getan werden könnte","klimaschutz*"
"681","fff_de_00102.txt",175,175,"Wir müssen endlich","Klimaschutz","mit sozialer Gerechtigkeit","klimaschutz*"
"682","fff_de_00102.txt",600,600,"gesellschaftlichen Mehrheiten im","Klimaschutz","aufgezeigt . Noch","klimaschutz*"
"683","fff_de_00202.txt",1089,1089,"Menschen und ehrgeizigeren","Klimaschutz","einzusetzen . Und","klimaschutz*"
"684","fff_de_00254.txt",1202,1202,"Aktivismus das Thema","Klimaschutz","weiterhin präsent halten","klimaschutz*"
"685","fff_de_00503.txt",28,28,"Entwurf für das","Klimaschutzgesetz",", Forderungen nach","klimaschutz*"
"686","fff_de_00503.txt",97,97,"um das Thema","Klimaschutz","möglichst aus dem","klimaschutz*"
"687","fff_de_00503.txt",636,636,"Lasten im bisherigen","Klimaschutzgesetz",", die sich","klimaschutz*"
"688","fff_de_00503.txt",757,757,"Thema Klimawandel und","Klimaschutz","anhören und sich","klimaschutz*"
"689","fff_de_00503.txt",819,819,"bei den deutschen","Klimaschutzmaßnahmen","die künftigen Lösungsansätze","klimaschutz*"
"690","ikem_00197.txt",741,741,"- Institut für","Klimaschutz",", Energie und","klimaschutz*"
"691","ikem_00197.txt",998,998,"- Institut für","Klimaschutz",", Energie und","klimaschutz*"
"692","ikem_01277.txt",52,52,"IKEM Institut für","Klimaschutz",", Energie und","klimaschutz*"
"693","ikem_00216.txt",642,642,"{ Institut für","Klimaschutz",", Energie &","klimaschutz*"
"694","ikem_01258.txt",75,75,"Thema Umwelt- und","Klimaschutz","sowie eine Auszeichnung","klimaschutz*"
"695","ikem_01258.txt",168,168,"Thema Energie- und","Klimaschutzpolitik","zu ermöglichen .","klimaschutz*"
"696","ikem_01258.txt",189,189,"Menschen für den","Klimaschutz","zu gewinnen und","klimaschutz*"
"697","ikem_01258.txt",312,312,"- Institut für","Klimaschutz",", Energie und","klimaschutz*"
"698","ikem_01258.txt",364,364,"umweltpolitischen Fragen des","Klimaschutzes","sowie der Energie-","klimaschutz*"
"699","fff_de_00469.txt",141,141,"im Umwelt- und","Klimaschutz",". Denn Wälder","klimaschutz*"
"700","fff_de_00472.txt",383,383,"wir brauchen echten","Klimaschutz",", der sich","klimaschutz*"
"701","fff_de_00472.txt",587,587,"Anstatt Umwelt- und","Klimaschutz","voranzutreiben und die","klimaschutz*"
"702","kr_00011.txt",9,9,"( 12 )","Klimaschutz","bringt mehr Tempo","klimaschutz*"
"703","kr_00011.txt",512,512,"Tempolimit das im","Klimaschutzgesetz","vorgegebene CO2-Budget für","klimaschutz*"
"704","kr_00011.txt",622,622,"dass alle vom","Klimaschutz","reden , wir","klimaschutz*"
"705","kr_00011.txt",657,657,"größten Einzelbeitrag zum","Klimaschutz","im Verkehr leisten","klimaschutz*"
"706","kr_00011.txt",820,820,". Neben dem","Klimaschutz","führte das Bündnis","klimaschutz*"
"707","ikem_00530.txt",204,204,"- Institut für","Klimaschutz",", Energie und","klimaschutz*"
"708","ikem_01306.txt",118,118,"in den Bereichen","Klimaschutzrecht","und -politik ,","klimaschutz*"
"709","ikem_00907.txt",37,37,"- Institut für","Klimaschutz",", Energie und","klimaschutz*"
"710","ikem_00907.txt",236,236,", wie beim","Klimaschutzgesetz","über Dinge zu","klimaschutz*"
"711","fff_de_00443.txt",1605,1605,"Das Hauptproblem im","Klimaschutz","ist meines Erachtens","klimaschutz*"
"712","fff_de_00443.txt",1628,1628,"alle Bemühungen zum","Klimaschutz","eh überholt bevor","klimaschutz*"
"713","fff_de_00443.txt",1641,1641,"beste Beitrag zum","Klimaschutz","ist es daher","klimaschutz*"
"714","fff_de_00430.txt",1712,1712,", damit der","Klimaschutz","nicht in Vergessenheit","klimaschutz*"
"715","fff_de_00430.txt",2061,2061,", damit der","Klimaschutz","nicht in Vergessenheit","klimaschutz*"
"716","fff_de_00173.txt",275,275,"nochmal zu wirksamen","Klimaschutz","zu ermahnen .","klimaschutz*"
"717","fff_de_00173.txt",446,446,"Punkto Umwelt- und","Klimaschutz","gibt es schon","klimaschutz*"
"718","fff_de_00173.txt",805,805,"richtig für den","Klimaschutz","einzutreten und auch","klimaschutz*"
"719","fff_de_00173.txt",929,929,"zu gestalten .","Klimaschutz","darf in diesem","klimaschutz*"
"720","fff_de_00173.txt",980,980,", um den","Klimaschutz","voranzubringen . Bestes","klimaschutz*"
"721","fff_de_00148.txt",116,116,"ihr handelt -","Klimaschutz","jetzt ! ""","klimaschutz*"
"722","fff_de_00148.txt",285,285,"machen . Der","Klimaschutz","ist ein sehr","klimaschutz*"
"723","fff_de_00148.txt",379,379,"Die wenigen gesteckten","Klimaschutz-Ziele","werden chronisch nicht","klimaschutz*"
"724","fff_de_00148.txt",480,480,"wenn in Sachen","Klimaschutz","nicht entschlossener gehandelt","klimaschutz*"
"725","fff_de_00148.txt",826,826,"engagiere mich für","Klimaschutz",", da ich","klimaschutz*"
"726","fff_de_00148.txt",851,851,"zu wenig für","Klimaschutz","getan wird .","klimaschutz*"
"727","fff_de_00148.txt",1032,1032,"negativen Auswirkungen der","Klimaschutz","zwangsweise hat .","klimaschutz*"
"728","fff_de_00148.txt",1128,1128,"an einem besseren","Klimaschutz","global zu vertreten","klimaschutz*"
"729","fff_de_00148.txt",1499,1499,"nach einem besseren","Klimaschutz","auf ? Wer","klimaschutz*"
"730","fff_de_00148.txt",2139,2139,"Weg für den","Klimaschutz","engagiert , setzt","klimaschutz*"
"731","fff_de_00148.txt",3465,3465,"als Umweltschutz und","Klimaschutz",", billige Flüge","klimaschutz*"
"732","fff_de_00148.txt",3571,3571,"Großeltern für den","Klimaschutz","einsetzen können ?","klimaschutz*"
"733","fff_de_00148.txt",3611,3611,"bei Greenpeace .","Klimaschutz","ist nötig keine","klimaschutz*"
"734","fff_de_00148.txt",3797,3797,"auseinander setzen .","Klimaschutz","müsste allerdings viel","klimaschutz*"
"735","fff_de_00148.txt",3955,3955,"es keinen wirksamen","Klimaschutz","geben können .","klimaschutz*"
"736","fff_de_00148.txt",5505,5505,". Umwelt- und","Klimaschutz","der älteren Generation","klimaschutz*"
"737","fff_de_00148.txt",7199,7199,", wie der","Klimaschutz","! Denn niemand","klimaschutz*"
"738","ikem_00437.txt",3735,3735,"{ Sofortmaßnahmen für","Klimaschutz","in der Industrie","klimaschutz*"
"739","ikem_00437.txt",3784,3784,"/ 06 /","WWF-KSG-Gutachten-3-Klimaschutzmassnahmen-im-Industriesektor.pdf",", Download als","klimaschutz*"
"740","ikem_00040.txt",105,105,"mit Umwelt- und","Klimaschutz","eine besondere Rolle","klimaschutz*"
"741","ikem_00040.txt",452,452,"mit Umwelt- und","Klimaschutz","eine besondere Rolle","klimaschutz*"
"742","ikem_00040.txt",698,698,"mit Umwelt- und","Klimaschutz","eine besondere Rolle","klimaschutz*"
"743","ikem_00871.txt",55,55,"Moore für den","Klimaschutz","in Mecklenburg-Vorpommern (","klimaschutz*"
"744","ikem_00871.txt",66,66,", sollte ein","Landes-Klimaschutzgesetz","erarbeitet werden ,","klimaschutz*"
"745","ikem_00871.txt",80,80,"des Bundesverfassungsgerichts zum","Klimaschutzgesetz","stellt einen rechtlichen","klimaschutz*"
"746","ikem_00832.txt",94,94,"im Spannungsfeld von","Klimaschutz",", Energie und","klimaschutz*"
"747","ikem_00832.txt",417,417,"nachhaltigen Stadt -","Klimaschutz",", Energie und","klimaschutz*"
"748","ikem_00832.txt",456,456,"IKEM beschäftigt :","Klimaschutz",", Energie und","klimaschutz*"
"749","ikem_00832.txt",470,470,"im Zeichen des","Klimaschutzes",". Neben Einblicken","klimaschutz*"
"750","gerzero_00027.txt",152,152,"Schwerpunkt CO2-Preis ,","Klimaschutzgesetz",", Verkehr Zoom-Link","klimaschutz*"
"751","fff_de_00216.txt",48,48,"wenig für den","Klimaschutz","tut . Wir","klimaschutz*"
"752","fff_de_00216.txt",94,94,"Videobotschaften Zugeständnisse zum","Klimaschutz","gemacht . Wir","klimaschutz*"
"753","fff_de_00305.txt",350,350,", um auf","Klimaschutz","aufmerksam zu machen","klimaschutz*"
"754","fff_de_00305.txt",1593,1593,"dem Klimapaket wird","Klimaschutz","einfach : bis","klimaschutz*"
"755","fff_de_00305.txt",1631,1631,"und exportiert den","Klimaschutz",". Die Aufgabe","klimaschutz*"
"756","ikem_00326.txt",4,4,"Das Institut für","Klimaschutz",", Energie und","klimaschutz*"
"757","ikem_00326.txt",39,39,"Das Institut für","Klimaschutz",", Energie und","klimaschutz*"
"758","ikem_00326.txt",84,84,"den Wechselwirkungen zwischen","Klimaschutz",", Recht ,","klimaschutz*"
"759","ikem_00326.txt",119,119,", Fragen des","Klimaschutzes","sowie die Zukunftsfähigkeit","klimaschutz*"
"760","ikem_00740.txt",48,48,", Umwelt- und","Klimaschutz","im Verkehr und","klimaschutz*"
"761","fff_de_00457.txt",179,179,"konkrete Umwelt- und","Klimaschutzmaßnahmen","voranbringen . Zusammen","klimaschutz*"
"762","fff_de_00108.txt",96,96,"Wochenbericht . Neues","Klimaschutzgesetz",": 10 Jahre","klimaschutz*"
"763","fff_de_00108.txt",133,133,", ein neues","Klimaschutzgesetz","vor . Doch","klimaschutz*"
"764","fff_de_00108.txt",204,204,"mit dem neuen","Klimaschutzgesetz","weiterhin so viele","klimaschutz*"
"765","fff_de_00108.txt",1210,1210,"nutzen , um","Klimaschutz","und Erhalt der","klimaschutz*"
"766","fff_de_00108.txt",1736,1736,"die Novelle des","Klimaschutzgesetzes",". Namentlich Dietmar","klimaschutz*"
"767","fff_de_00108.txt",2210,2210,"Bundesregierung , das","Klimaschutzgesetz","zu novellieren .","klimaschutz*"
"768","fff_de_00108.txt",2297,2297,"zur Novelle des","Klimaschutzgesetzes","- sollte nun","klimaschutz*"
"769","fff_de_00108.txt",2309,2309,"für einen wirksamen","Klimaschutz","aussprechen , öffentlichkeitswirksam","klimaschutz*"
"770","fff_de_00108.txt",2335,2335,"Richtung des Pariser","Klimaschutzabkommens","zu erreichen !","klimaschutz*"
"771","ikem_00166.txt",121,121,"viel in Sachen","Klimaschutz",", nur in","klimaschutz*"
"772","ikem_00166.txt",223,223,"viel in Sachen","Klimaschutz",", nur in","klimaschutz*"
"773","ikem_00166.txt",661,661,"Vorreiterrolle in Sachen","Klimaschutz","übernommen . Inzwischen","klimaschutz*"
"774","ikem_00166.txt",775,775,"Vorreiterrolle in Sachen","Klimaschutz","übernommen . Inzwischen","klimaschutz*"
"775","ikem_00166.txt",2225,2225,"Schneider , Lisa","Klimaschutz","per Oberleitung Artikel","klimaschutz*"
"776","ikem_00166.txt",2255,2255,"title = {","Klimaschutz","per Oberleitung }","klimaschutz*"
"777","ikem_00166.txt",2607,2607,"Automatisierung gleich mehr","Klimaschutz","? Zweckmäßige Regulierung","klimaschutz*"
"778","ikem_00166.txt",2648,2648,"Automatisierung gleich mehr","Klimaschutz","? Zweckmäßige Regulierung","klimaschutz*"
"779","ikem_00166.txt",3182,3182,"Konzepte für mehr","Klimaschutz","in der Landwirtschaft","klimaschutz*"
"780","ikem_00166.txt",3228,3228,"Konzepte für mehr","Klimaschutz","in der Landwirtschaft","klimaschutz*"
"781","ikem_00166.txt",3358,3358,"werden . Das","Klimaschutzprogramm","2030 nennt schon","klimaschutz*"
"782","ikem_00166.txt",3408,3408,"gerade hier großes","Klimaschutzpotenzial",". } ,","klimaschutz*"
"783","ikem_00166.txt",3495,3495,"werden . Das","Klimaschutzprogramm","2030 nennt schon","klimaschutz*"
"784","ikem_00166.txt",3545,3545,"gerade hier großes","Klimaschutzpotenzial",".","klimaschutz*"
"785","kf_00024.txt",595,595,"maßgeblich für das","Klimaschutzpotenzial","der Branche .","klimaschutz*"
"786","kf_00024.txt",2517,2517,"( also ohne","Klimaschutzmaßnahmen",") würden die","klimaschutz*"
"787","kf_00024.txt",2620,2620,"Ganzen jedoch werden","Klimaschutzmaßnahmen","mit zusätzlichen Kosten","klimaschutz*"
"788","ikem_00798.txt",719,719,"- Institut für","Klimaschutz",", Energie und","klimaschutz*"
"789","fff_de_00227.txt",320,320,"dazu gelernt :","Klimaschutz","betrifft nur einen","klimaschutz*"
"790","fff_de_00227.txt",407,407,"📃 Gremium für","Klimaschutzgesetz","In den nächsten","klimaschutz*"
"791","fff_de_00227.txt",424,424,"mit einem neuen","Klimaschutzgesetz","befasst . Dieses","klimaschutz*"
"792","fff_de_00227.txt",1297,1297,"bekommen wirklich mehr","Klimaschutz","auf die Beine","klimaschutz*"
"793","fff_de_00227.txt",1374,1374,"Wirtschaft geht vor","Klimaschutz","aber wenn wir","klimaschutz*"
"794","ikem_01028.txt",204,204,"die Berücksichtigung des","Klimaschutzes","als Artenschutz im","klimaschutz*"
"795","ikem_01028.txt",353,353,"und damit zum","Klimaschutz","beitragen werden .","klimaschutz*"
"796","ikem_01028.txt",380,380,", dass effektiver","Klimaschutz","von existenzieller Bedeutung","klimaschutz*"
