"","collocation","count","count_nested","length","lambda","z"
"437","grundlage ihrer",3,0,2,5.4971738471713,8.86518774773689
"438","mehr informationen",5,0,2,4.33469123580039,8.84365740461661
"439","zehn jahren",3,0,2,5.61025922780173,8.84318318315303
"440","dieses instrument",3,0,2,7.50106152286778,8.84230393663492
"441","deutschland bereits",4,0,2,4.68230195066413,8.83488855002146
"442","jederzeit unter",3,0,2,5.66820496324195,8.83478796710743
"443","aus den",16,0,2,2.33327448649353,8.83118907106291
"444","jahren gegründete",3,0,2,6.79910832313924,8.81453160120911
"445","unter dem",8,0,2,3.30696890621833,8.80996794116788
"446","so durchsetzen",5,0,2,6.77652609586896,8.80502331286918
"447","seit jahrzehnten",3,0,2,5.71936011102728,8.79584067635623
"448","nicht alles",6,0,2,4.18531909533285,8.79015550312632
"449","rest bleibt",3,0,2,8.95442843480728,8.78322688251528
"450","stärkt deshalb",3,0,2,8.95442843480728,8.78322688251528
"451","nichts vorbei",3,0,2,8.95442843480728,8.78322688251528
"452","wirklich seltenen",3,0,2,8.95442843480728,8.78322688251528
"453","gerichte jetzt",3,0,2,6.11660457519641,8.77163327310107
"454","sofern ihre",3,0,2,5.70010250926732,8.77006100686321
"455","tempolimit will",3,0,2,5.497957574927,8.76175849973853
"456","kommentare gastbeiträge",28,0,2,13.3393465065089,8.75614723118402
"457","immer stärkere",4,0,2,6.98480817941613,8.74470848498047
"458","emissionen kommen",3,0,2,5.28979171712117,8.74365948451809
"459","kann sich",8,0,2,3.27891239015323,8.72170798063617
"460","16 jahren",3,0,2,6.7090551615631,8.71261648976652
"461","meinungen kommentare",28,0,2,13.088005859723,8.71114738048217
"462","im westen",17,0,2,7.42516449635081,8.70463345868649
"463","aber nur",8,0,2,3.20090297278887,8.69338811166359
"464","die welt",15,0,2,3.23994802692352,8.68313649798994
"465","gespeicherten personenbezogenen",3,0,2,8.7940333690231,8.6798576338054
"466","gegen die",16,0,2,2.52023606947908,8.66947880914329
"467","brauchen wir",4,0,2,5.22744371876328,8.66743880921939
"468","soll es",7,0,2,3.47016388670831,8.66244982169695
"469","aktuelle dossier",28,0,2,12.8873089450684,8.65537805455626
"470","dossier advertorials",28,0,2,12.8873089450684,8.65537805455626
"471","wille kein",3,0,2,5.18473946986259,8.64911955575061
"472","uns per",3,0,2,5.84307214341874,8.64911293741908
"473","echte klimaschützer",3,0,2,10.9915723994101,8.63826453815177
"474","klimazielen ausgerichtet",3,0,2,10.9915723994101,8.63826453815177
"475","schärferen tempolimits",3,0,2,10.9915723994101,8.63826453815177
"476","ahrtal kalenderwoche",3,0,2,8.72254819615614,8.63080410657802
"477","das recht",9,0,2,4.6345004222488,8.62545732378993
"478","klimakonferenzen dossiers",27,0,2,14.1510049356849,8.60715688692569
"479","sei nur",4,0,2,4.62957744491862,8.59894738395002
"480","CO ₂",22,0,2,13.4396134753561,8.59595957158643
"481","können wirklich",3,0,2,5.48047959141107,8.57899645229913
"482","klimaschutz bringt",4,0,2,6.83830020156912,8.57569817403538
"483","von cookies",7,0,2,3.7272134832809,8.54794521486786
"484","waren es",5,0,2,5.46449407375726,8.54290551135226
"485","am heutigen",4,0,2,6.77235571839617,8.49879260505599
"486","welt erlebt",3,0,2,8.53441733387707,8.4939549849522
"487","war erst",3,0,2,5.11042393166164,8.48463985357219
"488","klima schädigt",3,0,2,7.13560678926866,8.47276453267072
"489","für eine",20,0,2,1.99238687029957,8.46444750392305
"490","rot-grüne bundesregierung",4,0,2,8.10650140451034,8.46127150164143
"491","grüne kanzlerkandidatin",3,0,2,8.47882127108954,8.45156154044593
"492","pro jahr",3,0,2,5.03680829185706,8.43982539458882
"493","javascript eingeschaltet",18,0,2,12.9074752985682,8.43825100832688
"494","was wir",6,0,2,3.57343256090438,8.43291503414642
"495","verkehr brauche",3,0,2,8.42615132528432,8.41065125194751
"496","lassen sich",5,0,2,4.90190285669611,8.40813373085314
"497","damit städte",3,0,2,6.44549678520139,8.40569714079344
"498","werden irgendwann",4,0,2,6.04006637787418,8.40401865884349
"499","sprechen diese",3,0,2,6.06975576861493,8.39658321096303
"500","seit jahren",4,0,2,4.31166551559629,8.39111488007611
"501","nutzung von",6,0,2,4.28711564603863,8.37639350502297
"502","verbunden mit",7,0,2,6.12628472157236,8.35708598643847
"503","sondern muss",4,0,2,4.39934899456208,8.35303838043812
"504","den USA",7,0,2,3.77687622218874,8.35058829923694
"505","dieses thema",3,0,2,4.9353252491591,8.33736344594634
"506","sagt jens",4,0,2,7.97102892973577,8.33654843729252
"507","sagt tim",4,0,2,7.97102892973577,8.33654843729252
"508","landesregierung unter",3,0,2,7.0033896798856,8.33288766288185
"509","flutkatastrophe im",5,0,2,5.0522454315585,8.33079753408577
"510","uns gespeichert",3,0,2,5.11200091266342,8.32987464460566
"511","prozent reduzieren",3,0,2,5.47472850085,8.3247498355027
"512","vor regen",4,0,2,5.59365995153436,8.32432381093004
"513","informationen zum",4,0,2,4.41018437025902,8.32138091177668
"514","bei einem",7,0,2,3.2577250508434,8.32127937660642
"515","noch nie",4,0,2,5.9734416604347,8.31575933568758
"516","des globalen",6,0,2,3.72189363273977,8.31470901710097
"517","alle lebensbereiche",3,0,2,6.98295457461762,8.31102407415681
"518","susanne schwarz",16,0,2,12.5417767300552,8.30079999275523
"519","man wahlen",5,0,2,7.71220409176445,8.29455763229565
"520","prozent sinken",3,0,2,5.98563288544565,8.28954263091289
"521","schon 2040",3,0,2,5.20778114495258,8.28232843509143
"522","irgendwann über",5,0,2,6.35416204068184,8.28142119596727
"523","bei klimareporter",6,0,2,3.51045167935056,8.27335118294097
"524","sonst vor",4,0,2,5.11198047930728,8.26662174476307
"525","oder ob",4,0,2,5.93393505115541,8.26324483060185
"526","jetzt geht",4,0,2,4.24477623040134,8.25853310633736
"527","des herausgeberrats",12,0,2,7.15188910618818,8.2542551472098
"528","werden kann",6,0,2,3.4640595429702,8.22399686757493
"529","armin laschet",21,0,2,12.0589927420744,8.22072235989549
"530","neuen studie",3,0,2,4.86087020659504,8.22051006524051
"531","maßnahmen zur",4,0,2,4.3333229110768,8.21374890982542
"532","der deutschen",13,0,2,2.79409486198785,8.21360411298464
"533","ist das",22,0,2,1.83291001819524,8.20342516280028
"534","claudia kemfert",13,0,2,12.5925252997872,8.1973578283474
"535","ein gericht",5,0,2,4.77515590856122,8.19671019657326
"536","ein neues",5,0,2,4.77515590856122,8.19671019657326
"537","muss seine",4,0,2,4.27410701212521,8.19282617869135
"538","auch die",31,0,2,1.58006138905607,8.17760166788348
"539","wissenschaft und",10,0,2,4.08807134418758,8.17443100114077
"540","dinge müssen",4,0,2,7.78639005178392,8.16249924928237
"541","aus umwelt-",4,0,2,4.71358241975227,8.15963305432911
"542","papier zur",4,0,2,6.48558441794951,8.15930491442776
"543","sechs prozent",3,0,2,5.88342367482484,8.15818193518109
"544","im bundestag",5,0,2,4.48839163659201,8.15234302034241
"545","dass es",11,0,2,2.54799864873206,8.14616180019098
"546","20 prozent",3,0,2,5.24732987022546,8.14044683964708
"547","aus kanada",4,0,2,5.46092839706754,8.13468370086993
"548","ab heute",3,0,2,4.77862497553502,8.1298380964362
"549","durch zusätzliche",3,0,2,5.85941791624177,8.12713649966804
"550","1 lit",22,0,2,11.8299133950544,8.11626457801364
"551","unter armin",3,0,2,4.86936052706703,8.11585551222383
"552","am deutschen",4,0,2,4.1762867860903,8.11521600278293
"553","dezentrale energiewende",4,0,2,7.72506772563286,8.10378563572675
"554","seit beginn",4,0,2,7.72506772563286,8.10378563572675
"555","dem internationalen",5,0,2,4.02202175445425,8.09494884501446
"556","hitzewellen sind",4,0,2,4.75865275813599,8.09354725945948
"557","aber eher",4,0,2,4.45312463345748,8.0885422401532
"558","deshalb ist",6,0,2,3.88034945697346,8.08038300399654
"559","einem virtuellen",3,0,2,6.17188440163368,8.07604862159248
"560","lässt sich",6,0,2,6.02877554317499,8.07011456765345
"561","ist klar",6,0,2,3.87498441792281,8.06945775805177
"562","indem sie",11,0,2,7.02087119277884,8.06675352470455
"563","neue dynamik",3,0,2,6.74941958753057,8.05708875364482
"564","ein tempolimit",5,0,2,4.20447908567102,8.05435137755814
"565","westen des",5,0,2,4.10152919552164,8.04635225726986
"566","experten einen",3,0,2,5.55727468966587,8.03586430018656
"567","2005 bis",3,0,2,5.2687422253752,8.03472996803082
"568","2018 bis",3,0,2,5.2687422253752,8.03472996803082
"569","50 prozent",3,0,2,5.03596825348092,8.03214503209582
"570","eine globale",5,0,2,4.67591884884778,8.03046999964913
"571","ist kein",7,0,2,3.34593854695203,8.02700294230928
"572","1 des",6,0,2,3.52489459007924,8.02586393946151
"573","hartmut graßl",10,0,2,12.677787934051,8.02574221702538
"574","immer gegeben",3,0,2,6.71786843323214,8.0222610330684
"575","wohl aber",3,0,2,5.3795296726833,8.01782644119378
"576","erfüllung eines",3,0,2,7.94626364358054,8.00998337210978
"577","prozent der",16,0,2,2.23455375590998,8.0095381903812
"578","eine nachhaltige",5,0,2,4.40760203953932,8.00929908538211
"579","wir brauchen",4,0,2,4.81084232054124,8.00725998792732
"580","aus erneuerbaren",4,0,2,4.43906662044887,7.99292926377099
"581","zu verhindern",6,0,2,4.30005429808056,7.99243414283872
"582","einen vorschlag",3,0,2,5.35853396196372,7.98847991532266
"583","ab sofort",3,0,2,7.91498487882149,7.98241616024278
"584","ihrem persönlichen",3,0,2,7.91498487882149,7.98241616024278
"585","sehr viel",3,0,2,4.69999487474806,7.98148290111239
"586","sieben prozent",3,0,2,4.94497021270198,7.97142255958632
"587","in glasgow",11,0,2,5.56668387654063,7.96460977633859
"588","2040 einen",3,0,2,5.12187781620152,7.95949690679548
"589","spende macht",29,0,2,11.469044496912,7.9590933586398
"590","andere extrem",3,0,2,7.88465330738363,7.95554308478134
"591","teil 4",3,0,2,7.88465330738363,7.95554308478134
"592","woche gamechanger",3,0,2,7.88465330738363,7.95554308478134
"593","fast bis",4,0,2,4.09533065834776,7.95480925646039
"594","bereiche von",6,0,2,5.28580318321652,7.94700549563001
"595","sollten aber",3,0,2,5.11121314921429,7.94400949947059
"596","oliver geden",10,0,2,13.188639762581,7.93585266731057
"597","strom aus",4,0,2,4.50732875114049,7.93010982030793
"598","in ihrem",9,0,2,3.01110643091352,7.92019689267692
"599","haben sich",8,0,2,2.90908768339927,7.90750706670003
"600","ein neuer",6,0,2,5.90153070519029,7.90332539909619
"601","nur wälder",3,0,2,5.45540181508065,7.897091378217
"602","dann aber",4,0,2,4.06264022084286,7.89659421757241
"603","debatte um",3,0,2,6.02009140118239,7.88937321400355
"604","ist nordrhein-westfalen",6,0,2,3.67423430485638,7.88513688517589
"605","gar nicht",5,0,2,5.41306348143242,7.88465562345203
"606","hinweise zum",3,0,2,5.66583386982576,7.87438846403374
"607","als bisher",4,0,2,4.32544312139417,7.86713723165926
"608","herausgeberrats von",12,0,2,6.80410209533858,7.85903564702576
"609","einen wirklich",3,0,2,4.97896552977173,7.85902387456705
"610","ein bundesmobilitätsgesetz",5,0,2,5.39427428726279,7.85786767240013
"611","sie plant",5,0,2,5.0104804108617,7.85086903023205
"612","darunter deutschland",3,0,2,6.56011227170974,7.84652145833453
"613","wie polen",4,0,2,5.62305863664436,7.84599510607118
"614","und susanne",10,0,2,4.13198798585369,7.83725904082018
"615","laschet im",5,0,2,3.8388799104517,7.83571633355339
"616","die europäische",12,0,2,3.48577120435421,7.82810503251677
"617","klimawandel hat",6,0,2,3.28037724210538,7.82260199961045
"618","zu verlangen",6,0,2,4.81095945946788,7.82140928034363
"619","nur mit",9,0,2,2.70468398976325,7.82070401168782
"620","interesse einer",3,0,2,4.80259051381492,7.82001330625277
"621","will sich",6,0,2,3.37466311875179,7.81951569314481
"622","umwelt und",9,0,2,3.9869948368896,7.81720438439535
"623","und damit",12,0,2,2.66232840472503,7.81694122417686
"624","wir handeln",4,0,2,4.38329297187175,7.81490962525374
"625","einen markt",3,0,2,4.87885579967208,7.7990214423981
"626","am gemeinwohl",3,0,2,6.50838289324334,7.78836177996202
"627","dass sie",12,0,2,2.32995387880299,7.78692489833905
"628","ralf schmidt-pleschka",8,0,2,12.9773830763819,7.77724887851608
"629","wenn wir",6,0,2,3.24888121191502,7.77186789260113
"630","einer neuen",4,0,2,3.96323199594715,7.77168778857175
"631","tun haben",3,0,2,4.9184880999283,7.76943683807329
"632","bleibt aber",3,0,2,4.80885346685426,7.76754862677786
"633","junge menschen",3,0,2,7.67029551868089,7.76202755071079
"634","die bundesregierung",14,0,2,2.57636282052181,7.75330624116523
"635","zum datenschutz",3,0,2,5.34538756889412,7.7459887590182
"636","15 jahre",3,0,2,7.64645864185488,7.74015295203347
"637","dem letzten",5,0,2,3.71170860873298,7.72762970961028
"638","bei den",13,0,2,2.23879830851704,7.72195095333906
"639","auf null",5,0,2,3.96599600255807,7.70402556935905
"640","stiftung wissenschaft",10,0,2,11.4538552594226,7.69962690233695
"641","bis 2045",3,0,2,5.52886417883425,7.69328692263939
"642","zum mond",5,0,2,7.11422849049962,7.6834434860874
"643","jüngste rekord-hitzewelle",7,0,2,12.852246136132,7.68065020043171
"644","ist eine",16,0,2,1.9988357205464,7.68044027651807
"645","ihre anfrage",3,0,2,6.41229106232884,7.67969826450984
"646","bis 2009",5,0,2,7.09670823849463,7.66520347688127
"647","weg zur",3,0,2,4.78945138015301,7.66476735876839
"648","30 prozent",3,0,2,4.58382554395177,7.65601878144812
"649","weil sie",5,0,2,3.74765985591498,7.65522146012607
"650","erfolgt auf",5,0,2,3.9376312796976,7.65019537483363
"651","zur löschung",3,0,2,5.27011582098401,7.64193605011857
"652","von the",5,0,2,4.62501250448672,7.64113323306465
"653","dies können",3,0,2,4.53201434575256,7.63114810096768
"654","zur umsetzung",3,0,2,5.10303544820307,7.62736269598802
"655","noch mal",3,0,2,5.09500911672714,7.615910444537
"656","zum erfolg",3,0,2,5.79742525436437,7.61165177231086
"657","gastbeiträge kolumnen",28,0,2,15.2853353069551,7.60934139192238
"658","auch vorschläge",4,0,2,4.85575971391105,7.60005378322045
"659","2021 ein",4,0,2,4.68452065143318,7.59711253398307
"660","recht auf",5,0,2,5.21083482420808,7.59560954518063
"661","sofern eine",4,0,2,4.54972779923682,7.58562014986576
"662","viel zeit",3,0,2,4.39719096617233,7.58235834199866
"663","hat seinen",3,0,2,5.22289057105241,7.57639908599512
"664","institut für",7,0,2,5.53959471480635,7.56926710193625
"665","dreist lügen",6,0,2,12.7091714945089,7.56747829027428
"666","glatte lüge",6,0,2,12.7091714945089,7.56747829027428
"667","verena kern",6,0,2,12.7091714945089,7.56747829027428
"668","klima update",19,0,2,10.9351079986678,7.56570267031253
"669","herausgegeben vom",30,0,2,10.8410654803804,7.56289591999692
"670","sich oliver",4,0,2,5.06482557119448,7.56157923529921
"671","neben dem",4,0,2,4.28244269967557,7.54750486646106
"672","in vielen",9,0,2,5.37260062838028,7.54684787104606
"673","zum thema",4,0,2,3.85947469656805,7.52965141450582
"674","alle staaten",3,0,2,4.35744614249958,7.52932866514688
"675","christian eichler",7,0,2,11.3857780469516,7.52852855198395
"676","braunschweig jetzt",3,0,2,7.41599250901651,7.52553844654051
"677","fast so",3,0,2,4.3582986208111,7.5237365244893
"678","wäre es",5,0,2,3.5178725372029,7.52273797761193
"679","berechtigtes interesse",8,0,2,11.2425985828381,7.51963604338983
"680","EU verlängert",3,0,2,7.37923866869797,7.49084002676314
"681","die nächste",12,0,2,4.12186952859887,7.48988125607939
"682","nicht leisten",4,0,2,4.612444710637,7.4830278453637
"683","wird knapp",3,0,2,4.99610273225134,7.47431501699517
"684","im interview",5,0,2,5.71232543179083,7.46550188186086
"685","2 des",4,0,2,4.99580197572028,7.46083102331496
"686","reform des",4,0,2,4.99580197572028,7.46083102331496
"687","2060 diskutieren",5,0,2,11.694793347441,7.44489896481287
"688","grad über",4,0,2,3.86368081501368,7.43716124960686
"689","wirtschaft und",8,0,2,3.73164937666487,7.43363998048358
"690","tim meyer",5,0,2,12.5421436111768,7.43126613719151
"691","wahlen gewinnt",5,0,2,12.5421436111768,7.43126613719151
"692","für 2030",8,0,2,2.82913111065716,7.42761508405208
"693","uns wenden",3,0,2,7.30954042170143,7.42472293113472
"694","berichterstattung über",5,0,2,6.8650139657024,7.42268214278978
"695","schon immer",4,0,2,3.73770028701507,7.42136533455522
"696","westen nordamerikas",8,0,2,11.0312370720882,7.41553021253986
"697","zur anpassung",3,0,2,4.6233572085589,7.41270333231366
"698","speicherung von",5,0,2,3.76574886522031,7.40343377551313
"699","kooperation mit",7,0,2,6.63713671942845,7.4018298182196
"700","bringt mehr",3,0,2,5.62981913372598,7.40009605974066
"701","grad am",3,0,2,4.30577185221354,7.39368767055595
"702","erhielt er",3,0,2,7.27642707771073,7.39317266403695
"703","die einnahmen",11,0,2,3.83718193318746,7.3927443497962
"704","f DSGVO",11,0,2,10.8224301935603,7.39094010186535
"705","spambots geschützt",18,0,2,14.8534640783996,7.37703049826801
"706","er macht",4,0,2,3.72027243602189,7.37355839899767
"707","doch viele",3,0,2,4.24764219563784,7.37281685519065
"708","ist sinnvoll",5,0,2,5.05547622582539,7.37259412624621
"709","zum umgang",3,0,2,6.13392377081319,7.36095163784986
"710","zum zwecke",3,0,2,6.13392377081319,7.36095163784986
"711","diese daten",5,0,2,3.34085567466142,7.35763805020911
"712","viele menschen",3,0,2,4.23512736667626,7.35746204397915
"713","minus zu",5,0,2,4.44323467934257,7.3452665973417
"714","interesse im",4,0,2,4.10970232253966,7.34212753337052
"715","ihre spende",29,0,2,10.5060104071041,7.33738537581097
"716","den wind",5,0,2,4.26481063336077,7.33656009157391
"717","soll nach",4,0,2,3.69709743476267,7.33147632910988
"718","den kommenden",5,0,2,4.43189123337633,7.32676597858593
"719","dem ende",4,0,2,4.01769556030876,7.32650956303885
"720","führt an",3,0,2,5.0405239641822,7.321668854419
"721","anfang des",4,0,2,4.14834582695771,7.31748642372611
"722","im wahlkampf",4,0,2,4.28409774876044,7.30950919383066
"723","jens mühlhaus",4,0,2,11.8306472919486,7.30586411687912
"724","stärkere häufung",4,0,2,11.8306472919486,7.30586411687912
"725","gamechanger EU",3,0,2,7.18317919292727,7.30387975211941
"726","über den",13,0,2,2.10523003237082,7.30190172971122
"727","warnen vor",3,0,2,5.02145711910931,7.29489806048308
"728","an umwelt-",3,0,2,4.54583577857496,7.2940127050092
"729","aber weil",3,0,2,5.54524320410186,7.29265603932014
"730","aber nicht",10,0,2,2.37551802293347,7.29048508393782
"731","aus sicht",3,0,2,5.00274410050532,7.26860063283527
"732","hierbei kann",3,0,2,7.13961534083001,7.26195086841452
"733","PERSONENBEZOGENEN DATEN",4,0,2,12.3414991163592,7.26106839907854
"734","künstliche intelligenz",4,0,2,12.3414991163592,7.26106839907854
"735","unverzüglich anpacken",4,0,2,12.3414991163592,7.26106839907854
"736","wovon du",4,0,2,12.3414991163592,7.26106839907854
"737","schutz der",8,0,2,3.97956548384234,7.26051250373479
"738","braunkohleverstromer RWE",4,0,2,11.4941488539964,7.25798856685512
"739","greenpeace energy",4,0,2,11.4941488539964,7.25798856685512
"740","redaktion erstellt",4,0,2,11.4941488539964,7.25798856685512
"741","mit ihren",5,0,2,3.51018253346559,7.25765025504056
"742","über lösungen",3,0,2,5.20344110967955,7.25704476269046
"743","in allen",6,0,2,4.03296799611604,7.2525089206114
"744","klimawandel angepasst",3,0,2,7.12550435285126,7.24834195230588
"745","maßnahmen wie",3,0,2,4.23771610779453,7.24760363393421
"746","bürger verändern",5,0,2,11.0756755288626,7.24707195453074
"747","für 2020",6,0,2,3.31578369681523,7.2354967758367
"748","eines der",10,0,2,2.65827310781567,7.22378760119458
"749","beim öko-energieversorger",3,0,2,7.09786389807142,7.22164709993785
"750","geden von",8,0,2,6.40705969086383,7.2214560295383
"751","für energie-",5,0,2,4.19293768233998,7.21455150180456
"752","vor allem",40,0,2,10.2818030629422,7.208963857563
"753","wie das",13,0,2,2.07266061713367,7.2076939031587
"754","wegen der",8,0,2,3.33280349715146,7.20708693566494
"755","green deal",8,0,2,10.6416412505978,7.20381237490402
"756","bundesmobilitätsgesetz vor",3,0,2,5.47349486543009,7.20119103105604
"757","das zeigt",6,0,2,3.60349603109896,7.19703930665542
"758","heute schon",3,0,2,4.13375026332261,7.19340930161637
"759","zum green",3,0,2,4.30903278712238,7.19257117881492
"760","der klimawandel",17,0,2,1.916799851103,7.1911571551498
"761","regen trieft",4,0,2,11.2428082236979,7.19088576144374
"762","schwere unwetter",4,0,2,11.2428082236979,7.19088576144374
"763","öko-energieversorger naturstrom",4,0,2,11.2428082236979,7.19088576144374
"764","klimaziele nicht",4,0,2,4.01883820931209,7.18385990509765
"765","ende des",4,0,2,3.97393967145283,7.18217683260517
"766","zu bringen",5,0,2,3.79419617964378,7.17891877018103
"767","nicht alle",6,0,2,3.04093702333981,7.17315737064932
"768","städte mehr",3,0,2,5.96631766468602,7.1666944996296
"769","eingeschaltet sein",18,0,2,10.3196582333961,7.16300051874126
"770","die katastrophe",10,0,2,3.57852114787949,7.16106812831512
"771","jörg staude",12,0,2,14.4615792336299,7.15952558073388
"772","auf platz",4,0,2,4.78402338637718,7.15045200847198
"773","altmaier hat",3,0,2,5.95171936431458,7.14970481896387
"774","mensch hat",3,0,2,5.95171936431458,7.14970481896387
"775","gemeinsam mit",6,0,2,6.49001980613289,7.14723824157012
"776","zu verbessern",5,0,2,4.89299406101598,7.13861832574534
"777","wie stark",3,0,2,5.11475372413102,7.13696624326768
"778","ergibt eine",4,0,2,5.64847193053775,7.13678830724396
"779","neue bundesregierung",3,0,2,4.09531123099749,7.12999882869444
"780","for future",6,0,2,10.6720275161726,7.1292293999272
"781","fridays for",6,0,2,10.6720275161726,7.1292293999272
"782","noch etwas",3,0,2,4.292452308848,7.12766258817555
"783","eine initiative",4,0,2,5.09102210590834,7.11977576290924
"784","bilder aus",3,0,2,5.09791458088754,7.11411795522238
"785","the conversation",11,0,2,14.3782238294549,7.11219800584738
"786","union nur",3,0,2,4.16188908917063,7.11029119801158
"787","ausschließlich auf",4,0,2,4.75574634789924,7.10888134561071
"788","fit für",5,0,2,3.69865550579964,7.10438513821514
"789","prozent des",7,0,2,2.76511457632952,7.10432276241502
"790","einer anderen",3,0,2,4.11247414400025,7.08781677624783
"791","einer studie",3,0,2,4.11247414400025,7.08781677624783
"792","das 1,5-grad-ziel",7,0,2,5.18347685016403,7.087077835538
"793","deutschland könnte",3,0,2,4.08019415167871,7.08691152979415
"794","durch lärm",3,0,2,6.95810898021649,7.08595370079922
"795","muss aber",5,0,2,3.19523793708719,7.08365075227053
"796","doch nicht",6,0,2,2.99606658764672,7.07835848254807
"797","größer als",3,0,2,5.88174174336123,7.06812187027666
"798","joe biden",3,0,2,11.5793590643123,7.06565614210552
"799","umweltpolitisch engagierte",3,0,2,11.5793590643123,7.06565614210552
"800","wirtschaftsminister altmaier",3,0,2,11.5793590643123,7.06565614210552
"801","angegebenen adresse",3,0,2,11.5793590643123,7.06565614210551
"802","zweite heckenmeter",3,0,2,11.5793590643123,7.06565614210551
"803","er zynisch",3,0,2,6.93466358446023,7.06307975373945
"804","ein berechtigtes",6,0,2,6.41238271696557,7.0630131379758
"805","macht auch",5,0,2,3.23873776824993,7.05795386529059
"806","green impact",7,0,2,10.4539577506625,7.0577428871799
"807","argumentiert unser",4,0,2,10.8750310374778,7.05502640109893
"808","jahren wurde",3,0,2,4.03412338753845,7.05154284116178
"809","im europäischen",4,0,2,3.89832967829614,7.04877242938311
"810","im interesse",4,0,2,3.89832967829614,7.04877242938311
"811","bleiben sie",4,0,2,3.85844277555761,7.0436396837909
"812","im herausgeberrat",6,0,2,6.39386789935476,7.04290846790406
"813","im rahmen",6,0,2,6.39386789935476,7.04290846790406
"814","29 78",3,0,2,12.0902108880363,7.03632274946625
"815","antónio guterres",3,0,2,12.0902108880363,7.03632274946625
"816","beginnt moderat",3,0,2,12.0902108880363,7.03632274946625
"817","eifel eingestürzt",3,0,2,12.0902108880363,7.03632274946625
"818","impact fund",3,0,2,12.0902108880363,7.03632274946625
"819","kamyar razavi",3,0,2,12.0902108880363,7.03632274946625
"820","logik verteidigt",3,0,2,12.0902108880363,7.03632274946625
"821","new york",3,0,2,12.0902108880363,7.03632274946625
"822","persönlichen profil",3,0,2,12.0902108880363,7.03632274946625
"823","plastik bremst",3,0,2,12.0902108880363,7.03632274946625
"824","sorgen mikroplastikteilchen",3,0,2,12.0902108880363,7.03632274946625
"825","umweltministerium reagiert",3,0,2,12.0902108880363,7.03632274946625
"826","vereinten nationen",3,0,2,12.0902108880363,7.03632274946625
"827","zwingende gesetzliche",3,0,2,12.0902108880363,7.03632274946625
"828","die USA",10,0,2,3.00783933312811,7.03447460106137
"829","axel friedrich",3,0,2,11.2428606270465,7.01111969992765
"830","friederike meier",3,0,2,11.2428606270465,7.01111969992765
"831","friederike otto",3,0,2,11.2428606270465,7.01111969992765
"832","gegründete tempolimit-bündnis",3,0,2,11.2428606270465,7.01111969992765
"833","hohe gewinne",3,0,2,11.2428606270465,7.01111969992765
"834","o KJB",3,0,2,11.2428606270465,7.01111969992765
"835","schrumpfende wasserkraft",3,0,2,11.2428606270465,7.01111969992765
"836","winken hohe",3,0,2,11.2428606270465,7.01111969992765
"837","durch unsere",3,0,2,4.04870515807761,7.00620586135417
"838","an diese",5,0,2,3.16550198399873,7.00117668460467
"839","mehr geben",3,0,2,4.23645422821544,6.99469509189836
"840","versicherungswende extremwetter",4,0,2,10.7319039897597,6.99242291416493
"841","personenbezogenen daten",16,0,2,10.0837820562454,6.99238288188719
"842","pro kilowattstunde",7,0,2,10.3394949727838,6.99091259401678
"843","vorgänge einen",3,0,2,6.85666273374606,6.98677173445967
"844","deal vor",3,0,2,5.80999341230178,6.98424387762343
"845","ging es",3,0,2,5.00238228119627,6.9842202781414
"846","dem jahr",5,0,2,3.22754238600221,6.98254204599048
"847","-paket muss",3,0,2,6.84599807158828,6.97631461606338
"848","segeln nehmen",5,0,2,10.5049996397074,6.97425540797473
"849","der luft",8,0,2,3.3864990460853,6.96919428969182
"850","über das",12,0,2,2.08073671501384,6.96855578306834
"851","nach europa",3,0,2,4.08282019372628,6.96465936258836
"852","mit der",30,0,2,1.34591371611655,6.96350745936331
"853","im november",4,0,2,5.50803154395926,6.96235236441614
"854","wird herausgegeben",30,0,2,9.94301931596296,6.95846777144228
"855","als 50",3,0,2,4.31956969101643,6.94438176652965
"856","einfach weggeworfen",3,0,2,10.9915199974346,6.94060321360831
"857","klimaschädlichen substanzen",3,0,2,10.9915199974346,6.94060321360831
"858","150-mal wahrscheinlicher",3,0,2,10.9915199974346,6.9406032136083
"859","schadstoffe sinken",3,0,2,10.9915199974346,6.9406032136083
"860","ssl- bzw",3,0,2,10.9915199974346,6.9406032136083
"861","weltklimarates IPCC",3,0,2,10.9915199974346,6.9406032136083
"862","sandra kirchner",8,0,2,14.0760215677541,6.93671709124916
"863","jederzeit widerrufbar",4,0,2,10.6067146420417,6.93398112522698
"864","auch in",18,0,2,1.70127086301119,6.92926884840216
"865","bei diesen",3,0,2,4.15794961585478,6.91385276547336
"866","durch die",15,0,2,1.9452199504584,6.91109406398403
"867","cookies zur",3,0,2,4.02699594116314,6.90965924761202
"868","die zukunft",10,0,2,2.84744189528702,6.90713955376173
"869","wie jetzt",5,0,2,3.13932802047993,6.90070509442257
"870","noch können",5,0,2,3.1089127647638,6.89701036245251
"871","besucht haben",3,0,2,6.76452497105138,6.89624855708629
"872","tempo 120",5,0,2,10.3446045725494,6.88735065412798
"873","klimaexperten sind",3,0,2,5.72549132862533,6.88518034957662
"874","wälder sind",3,0,2,5.72549132862533,6.88518034957662
"875","den emissionshandel",5,0,2,3.46225201270261,6.88278485489529
"876","bitte beachten",4,0,2,10.4954628014807,6.87948088016906
