"","docname","from","to","pre","keyword","post","pattern"
"302","tQYKrxT7.txt",10,10,"Future Austria , Youth For","Climate","Belgium , Fridays For Future","climate"
"303","tQYKrxT7.txt",25,25,"Future Denmark , Youth For","Climate","France , Fridays For Future","climate"
"304","tQYKrxT7.txt",73,73,"new CAP for tackling the","Climate","Crisis ! The corona crisis","climate"
"305","tQYKrxT7.txt",205,205,"essential element in solving the","climate","crisis . Over 3600 scientists","climate"
"306","tQYKrxT7.txt",230,230,"will fail to challenge the","climate","crisis and biodiversity loss and","climate"
"307","tQYKrxT7.txt",314,314,"ally ' in tackling the","climate","crises6 . Agroecology and stopping","climate"
"308","tQYKrxT7.txt",360,360,"of our farmers for the","climate","and our society we must","climate"
"309","tQYKrxT7.txt",397,397,"Europe demands a pathway to","climate","neutrality for the EU's agricultural","climate"
"310","tQYKrxT7.txt",523,523,"great hope to combat the","climate","crisis and the collapse of","climate"
"311","tQYKrxT7.txt",5636,5636,"essential element in solving the","climate","crisis . Több mint 3600","climate"
"312","tQYKrxT7.txt",5831,5831,"will fail to challenge the","climate","crisis and biodiversity loss and","climate"
"313","tQYKrxT7.txt",5913,5913,"ally ' in tackling the","climate","crises . Agroecology and stopping","climate"
"314","tQYKrxT7.txt",5959,5959,"of our farmers for the","climate","and our society we must","climate"
"315","tQYKrxT7.txt",5996,5996,"Europe demands a pathway to","climate","neutrality for the EU's agricultural","climate"
"316","tQYKrxT7.txt",6122,6122,"great hope to combat the","climate","crisis and the collapse of","climate"
"317","tYlBzuew.txt",17,17,"are directly threatened by the","climate","crisis and the ecological breakdown","climate"
"318","tYlBzuew.txt",58,58,"goal is to overcome the","climate","crisis and to create a","climate"
"319","tYlBzuew.txt",81,81,". Join us ! The","climate","crisis is an inescapable reality","climate"
"320","tYlBzuew.txt",160,160,"are the figures . Support","climate","action by signing petitions ,","climate"
"321","U9ETC5gh.txt",8,8,"yet again protested to demand","Climate","Justice . On March 19","climate"
"322","U9ETC5gh.txt",81,81,"is running out . The","climate","crisis is already here and","climate"
"323","U9ETC5gh.txt",106,106,"scenarios , annual , short-term","climate","binding targets that factor in","climate"
"324","U9ETC5gh.txt",244,244,", we must treat the","climate","and ecological emergency like an","climate"
"325","U9ETC5gh.txt",442,442,"emissions technologies . - Design","climate","policies that consider the welfare","climate"
"326","U9ETC5gh.txt",475,475,"they work to address the","climate","emergency . Justice for environmental","climate"
"327","U9ETC5gh.txt",521,521,"that limit citizen participation in","climate","decision-making . Governments should recognize","climate"
"328","U9ETC5gh.txt",540,540,"in the resolution of the","climate","crisis , and should be","climate"
"329","U9ETC5gh.txt",670,670,"No more empty promises '","Climate","strikers announce date for next","climate"
"330","U9ETC5gh.txt",677,677,"announce date for next global","climate","strike [ 13 Jan 2021","climate"
"331","U9ETC5gh.txt",709,709,"entering the new year ,","climate","activists are gearing up for","climate"
"332","U9ETC5gh.txt",718,718,"up for the next Global","Climate","Strike on March 19th to","climate"
"333","U9ETC5gh.txt",740,740,"in response to the ongoing","climate","crisis . Part of what","climate"
"334","U9ETC5gh.txt",817,817,"science is crystal clear -","climate","change is exacerbating natural disasters","climate"
"335","U9ETC5gh.txt",846,846,"said João Duccini , a","climate","activist from Brazil . ""","climate"
"336","U9ETC5gh.txt",853,853,"from Brazil . "" The","climate","crisis is not a far-off","climate"
"337","U9ETC5gh.txt",934,934,"of the Intergovernmental Panel on","Climate","Change ( IPCC ) was","climate"
"338","U9ETC5gh.txt",1024,1024,"two years now , youth","climate","activists from around the world","climate"
"339","U9ETC5gh.txt",1040,1040,"to the streets to demand","climate","justice . Now , with","climate"
"340","U9ETC5gh.txt",1078,1078,"the same goal of immediate","climate","action . "" If we","climate"
"341","Xgzp0tIK.txt",111,111,"and invite members of local","climate","justice groups and environmental groups","climate"
"342","Xgzp0tIK.txt",184,184,"Why do YOU care about","climate","change ? What action do","climate"
"343","Xgzp0tIK.txt",710,710,"! Write and perform a","climate","strike song ! The possibilities","climate"
"344","Xgzp0tIK.txt",737,737,". Learning more about the","climate","crisis is also important ,","climate"
"345","Xgzp0tIK.txt",1088,1088,"your school talking about the","climate","emergency . Here are some","climate"
"346","Xgzp0tIK.txt",1124,1124,"may or may not allow","climate","striking on school grounds .","climate"
"347","Xgzp0tIK.txt",1162,1162,", writing something like ""","Climate","Silent Strike . "" -","climate"
"348","Xgzp0tIK.txt",1284,1284,"help : - Discuss the","climate","crisis in your classroom .","climate"
"349","Xgzp0tIK.txt",1328,1328,"to educate them on the","climate","crisis so they don't spread","climate"
"350","Xgzp0tIK.txt",1369,1369,"school assembly in which the","climate","crisis is discussed . This","climate"
"351","Xgzp0tIK.txt",1378,1378,". This could feature the","climate","strikers themselves , a teacher","climate"
"352","Xgzp0tIK.txt",1396,1396,"of speakers , such as","climate","scientists or experienced local activists","climate"
"353","Xgzp0tIK.txt",1427,1427,"formal , public declaration of","climate","emergency . beyond striking If","climate"
"354","zeRz4HxY.txt",58,58,"future in danger . The","climate","crisis is already affecting people","climate"
"355","zeRz4HxY.txt",80,80,"if we don't face the","climate","emergency right now , there","climate"
"356","zeRz4HxY.txt",131,131,"fundamental system change to fight","climate","injustice and fulfil the targets","climate"
"357","zeRz4HxY.txt",261,261,"generations : to tackle the","climate","emergency and limit global temperature","climate"
"358","zeRz4HxY.txt",285,285,"still failed to treat the","climate","crisis as a crisis .","climate"
"359","zeRz4HxY.txt",629,629,"destruction of nature , and","climate",". Those who did not","climate"
"360","ZJ9toGjo.txt",14,14,"young Ugandan is bringing the","climate","fight home ( read article","climate"
"361","Zkcwkk21.txt",8,8,"19 - GLOBAL DAY OF","CLIMATE","ACTION FridaysForFuture is yet again","climate"
"362","Zkcwkk21.txt",17,17,"yet again protesting to demand","Climate","Justice . On March 19","climate"
"363","Zkcwkk21.txt",86,86,"1.5 degree pathway and the","climate","crisis is becoming uncontrollable .","climate"
"364","Zkcwkk21.txt",101,101,"25 - GLOBAL DAY OF","CLIMATE","ACTION This fall , school","climate"
"365","Zkcwkk21.txt",116,116,"Future calls for a global","climate","action day . On September","climate"
"366","Zkcwkk21.txt",226,226,"EU Citizens ' Action on","Climate","Emergency An EU Citizen Initiative","climate"
"367","Zkcwkk21.txt",299,299,"do I build a local","climate","movement in my area ?","climate"
"368","Zkcwkk21.txt",333,333,"learn more . C40 Cities","Climate","Commitment All over the world","climate"
"369","Zkcwkk21.txt",346,346,"communities are responding to the","climate","crisis . Together , C40","climate"
"370","Zkcwkk21.txt",370,370,"they are proving how fighting","climate","change helps drive economic growth","climate"
"371","Zkcwkk21.txt",401,401,"? Ring it for the","climate","on Fridays . TalksForFuture We","climate"
